canonical_key,display_name,state_at_creation,established_year,closed_year,is_active,origin_kind,census_years_present,first_census_year,last_census_year,max_area_km2,min_area_km2,area_change_km2,area_km2_1951,area_km2_1961,area_km2_1971,area_km2_1981,area_km2_1991,area_km2_2001,area_km2_2011,area_km2_2021,area_km2_2025
IND-000150,Ahmedabad,Bombay,1951,2021.0,False,ANCHOR,7,1951,2011,9227.91,7972.674,1255.236,9227.91,9227.91,8552.991,8553.005,8552.826,7972.674,8122.693,,
IND-000148,Amreli,Bombay,1951,1961.0,False,ANCHOR,1,1951,1951,4631.616,4631.616,0.0,4631.616,,,,,,,,
IND-000145,Banaskantha,Bombay,1951,1961.0,False,ANCHOR,1,1951,1951,11601.094,11601.094,0.0,11601.094,,,,,,,,
IND-000149,Baroda,Bombay,1951,2021.0,False,ANCHOR,7,1951,2011,7800.103,7541.24,258.863,7800.103,7800.103,7541.274,7541.283,7800.068,7541.24,7560.107,,
IND-000167,Belgaum,Bombay,1951,,True,ANCHOR,9,1951,2025,14351.982,13363.521,988.461,14351.982,13363.623,13363.623,13363.521,13363.574,13363.574,13372.0,13418.306,13434.083
IND-000168,Bijapur,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,17080.889,17080.823,0.067,17080.823,17080.823,17080.823,17080.889,17080.875,,,,
IND-000153,Broach,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,7751.852,7493.036,258.817,7493.036,7493.036,7751.852,7751.852,7493.072,,,,
IND-000161,Dangs,Bombay,1951,,True,ANCHOR,9,1951,2025,1766.314,1711.11,55.204,1711.121,1711.121,1711.121,1711.11,1711.111,1711.111,1759.754,1762.218,1766.314
IND-000169,Dharwar,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,13721.905,13721.859,0.047,13721.905,13721.905,13721.905,13721.859,13721.903,,,,
IND-000158,East Khandesh,Bombay,1951,,True,ANCHOR,9,1951,2025,12006.65,11751.781,254.869,12006.622,12006.622,12006.622,12006.65,12006.581,12006.581,11882.838,11751.781,11792.151
IND-000144,Greater Bombay,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,422.458,422.434,0.024,422.434,422.434,422.434,422.434,422.458,,,,
IND-000151,Kaira,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,7149.583,7149.514,0.07,7149.514,7149.514,7149.514,7149.514,7149.583,,,,
IND-000170,Kanara,Bombay,1951,,True,ANCHOR,9,1951,2025,10304.683,10275.369,29.313,10304.668,10304.668,10304.668,10304.683,10304.64,10304.64,10294.469,10275.369,10276.841
IND-000166,Kolaba,Bombay,1951,,True,ANCHOR,9,1951,2025,7024.29,6948.512,75.778,6948.53,6948.53,6948.53,6948.52,6948.512,6948.512,6966.972,7024.29,6980.591
IND-000173,Kolhapur,Bombay,1951,1961.0,False,ANCHOR,1,1951,1951,7248.756,7248.756,0.0,7248.756,,,,,,,,
IND-000147,Mehsana,Bombay,1951,1961.0,False,ANCHOR,1,1951,1951,10934.941,10934.941,0.0,10934.941,,,,,,,,
IND-000160,Nashik,Bombay,1951,,True,ANCHOR,9,1951,2025,15514.978,15414.07,100.908,15414.1,15414.1,15414.1,15414.102,15414.07,15414.07,15478.455,15510.222,15514.978
IND-000152,Panchmahals,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,8891.957,8891.899,0.058,8891.9,8891.9,8891.9,8891.899,8891.957,,,,
IND-000162,Poona,Bombay,1951,,True,ANCHOR,9,1951,2025,15651.624,15609.74,41.885,15609.74,15609.74,15609.74,15609.768,15609.786,15609.786,15636.448,15651.456,15651.624
IND-000171,Ratnagiri,Bombay,1951,1991.0,False,ANCHOR,4,1951,1981,13378.296,12960.568,417.728,12960.568,12960.568,12960.568,13378.296,,,,,
IND-000146,Sabarkantha,Bombay,1951,2021.0,False,ANCHOR,7,1951,2011,7713.38,7403.318,310.062,7403.318,7403.318,7403.318,7403.318,7403.33,7403.33,7713.38,,
IND-000163,Satara North,Bombay,1951,,True,ANCHOR,9,1951,2025,10613.665,10477.1,136.564,10537.115,10537.115,10537.115,10537.109,10537.076,10537.076,10613.665,10477.1,10477.34
IND-000172,Satara South,Bombay,1951,,True,ANCHOR,9,1951,2025,8606.634,8518.35,88.283,8527.121,8527.121,8527.121,8527.056,8527.108,8527.108,8518.35,8606.634,8605.941
IND-000164,Sholapur,Bombay,1951,,True,ANCHOR,9,1951,2025,14889.204,14810.74,78.465,14889.204,14889.204,14889.204,14889.118,14889.16,14889.16,14810.74,14865.28,14857.435
IND-000155,Surat,Bombay,1951,1971.0,False,ANCHOR,2,1951,1961,12625.329,12625.329,0.0,12625.329,12625.329,,,,,,,
IND-000156,Thana,Bombay,1951,2021.0,False,ANCHOR,7,1951,2011,9553.885,9386.313,167.572,9386.313,9386.313,9386.313,9386.34,9386.345,9386.345,9553.885,,
IND-000159,West Khandesh,Bombay,1951,2001.0,False,ANCHOR,5,1951,1991,13192.202,13192.192,0.01,13192.192,13192.192,13192.192,13192.202,13192.199,,,,
IND-000373,Chandigarh,Chandigarh,1961,1971.0,False,NEW,1,1961,1961,1478.742,1478.742,0.0,,1478.742,,,,,,,
IND-000428,Chandigarh,Chandigarh,1971,,True,NEW,7,1971,2025,118.107,114.062,4.044,,,114.063,114.062,114.062,114.062,118.107,114.63,114.733
IND-001222,Balod,Chhattisgarh,2021,,True,NEW,2,2021,2025,3369.086,3368.914,0.172,,,,,,,,3368.914,3369.086
IND-001225,Baloda Bazar,Chhattisgarh,2021,,True,NEW,2,2021,2025,4667.521,4666.847,0.675,,,,,,,,4666.847,4667.521
IND-001228,Balrampur,Chhattisgarh,2021,,True,NEW,2,2021,2025,6270.43,6262.941,7.489,,,,,,,,6262.941,6270.43
IND-001223,Bametara,Chhattisgarh,2021,2025.0,False,NEW,1,2021,2021,2865.343,2865.343,0.0,,,,,,,,2865.343,
IND-000860,Bastar,Chhattisgarh,2001,2011.0,False,NEW,1,2001,2001,11380.833,11380.833,0.0,,,,,,11380.833,,,
IND-000940,Bastar,Chhattisgarh,2011,2021.0,False,NEW,1,2011,2011,10561.577,10561.577,0.0,,,,,,,10561.577,,
IND-001217,Bastar,Chhattisgarh,2021,,True,NEW,2,2021,2025,5590.225,5399.346,190.879,,,,,,,,5590.225,5399.346
IND-001320,Bemetara,Chhattisgarh,2025,,True,NEW,1,2025,2025,2238.169,2238.169,0.0,,,,,,,,,2238.169
IND-000943,Bijapur,Chhattisgarh,2011,2021.0,False,NEW,1,2011,2011,8191.851,8191.851,0.0,,,,,,,8191.851,,
IND-001229,Bijapur,Chhattisgarh,2021,,True,NEW,2,2021,2025,9248.372,8802.199,446.173,,,,,,,,8802.199,9248.372
IND-000853,Bilaspur,Chhattisgarh,2001,2021.0,False,NEW,2,2001,2011,8389.832,8295.89,93.943,,,,,,8295.89,8389.832,,
IND-001230,Bilaspur,Chhattisgarh,2021,2025.0,False,NEW,1,2021,2021,5544.423,5544.423,0.0,,,,,,,,5544.423,
IND-001321,Bilaspur,Chhattisgarh,2025,,True,NEW,1,2025,2025,3543.945,3543.945,0.0,,,,,,,,,3543.945
IND-000942,Dakshin Bastar Dantewada,Chhattisgarh,2011,2021.0,False,NEW,1,2011,2011,8602.775,8602.775,0.0,,,,,,,8602.775,,
IND-001216,Dakshin Bastar Dantewada,Chhattisgarh,2021,2025.0,False,NEW,1,2021,2021,3267.393,3267.393,0.0,,,,,,,,3267.393,
IND-001327,Dakshin Bastar Dantewada,Chhattisgarh,2025,,True,NEW,1,2025,2025,2820.215,2820.215,0.0,,,,,,,,,2820.215
IND-000861,Dantewada,Chhattisgarh,2001,2011.0,False,NEW,1,2001,2001,20514.977,20514.977,0.0,,,,,,20514.977,,,
IND-000858,Dhamtari,Chhattisgarh,2001,,True,NEW,4,2001,2025,4159.316,4079.735,79.581,,,,,,4079.735,4159.316,4086.539,4086.661
IND-001221,Durg,Chhattisgarh,2021,,True,NEW,2,2021,2025,2297.595,2297.55,0.045,,,,,,,,2297.595,2297.55
IND-001219,Gariaband,Chhattisgarh,2021,,True,NEW,2,2021,2025,4844.438,4839.119,5.32,,,,,,,,4839.119,4844.438
IND-001322,Gaurela-Pendra-Marwahi,Chhattisgarh,2025,,True,NEW,1,2025,2025,1994.273,1994.273,0.0,,,,,,,,,1994.273
IND-000852,Janjgir - Champa,Chhattisgarh,2001,2025.0,False,NEW,3,2001,2021,3879.252,3860.958,18.294,,,,,,3879.252,3860.958,3862.733,
IND-001331,Janjgir - Champa,Chhattisgarh,2025,,True,NEW,1,2025,2025,4489.311,4489.311,0.0,,,,,,,,,4489.311
IND-000849,Jashpur,Chhattisgarh,2001,,True,NEW,4,2001,2025,5876.078,5849.593,26.485,,,,,,5876.078,5867.036,5849.593,5850.714
IND-000859,Kanker,Chhattisgarh,2001,,True,NEW,4,2001,2025,7239.029,7145.775,93.254,,,,,,7239.029,7145.775,7189.08,7190.703
IND-000854,Kawardha,Chhattisgarh,2001,,True,NEW,4,2001,2025,4213.241,4166.325,46.916,,,,,,4213.241,4166.325,4197.035,4195.191
IND-001218,Kondagaon,Chhattisgarh,2021,,True,NEW,2,2021,2025,5077.901,5077.82,0.081,,,,,,,,5077.82,5077.901
IND-000851,Korba,Chhattisgarh,2001,,True,NEW,4,2001,2025,6613.357,6597.796,15.561,,,,,,6602.603,6613.357,6605.478,6597.796
IND-000847,Koriya,Chhattisgarh,2001,,True,NEW,4,2001,2025,6610.044,6548.125,61.919,,,,,,6589.765,6548.125,6610.044,6602.776
IND-000857,Mahasamund,Chhattisgarh,2001,,True,NEW,4,2001,2025,4757.28,4700.674,56.606,,,,,,4738.911,4700.674,4757.28,4752.068
IND-001226,Mungeli,Chhattisgarh,2021,,True,NEW,2,2021,2025,2776.898,2772.279,4.618,,,,,,,,2772.279,2776.898
IND-000941,Narayanpur,Chhattisgarh,2011,2021.0,False,NEW,1,2011,2011,4910.951,4910.951,0.0,,,,,,,4910.951,,
IND-001215,Narayanpur,Chhattisgarh,2021,,True,NEW,2,2021,2025,3900.611,3891.384,9.226,,,,,,,,3891.384,3900.611
IND-000850,Raigarh,Chhattisgarh,2001,,True,NEW,4,2001,2025,7183.725,7036.923,146.802,,,,,,7183.725,7036.923,7039.17,7045.59
IND-000856,Raipur,Chhattisgarh,2001,2021.0,False,NEW,2,2001,2011,12766.444,12545.692,220.752,,,,,,12766.444,12545.692,,
IND-001220,Raipur,Chhattisgarh,2021,,True,NEW,2,2021,2025,2904.54,2904.425,0.115,,,,,,,,2904.425,2904.54
IND-000855,Rajnandgaon,Chhattisgarh,2001,,True,NEW,4,2001,2025,8171.42,8051.615,119.805,,,,,,8051.615,8171.42,8069.375,8070.462
IND-001231,Sukma,Chhattisgarh,2021,,True,NEW,2,2021,2025,5478.755,5274.411,204.344,,,,,,,,5274.411,5478.755
IND-001224,Surajpur,Chhattisgarh,2021,,True,NEW,2,2021,2025,5455.047,5454.156,0.891,,,,,,,,5454.156,5455.047
IND-000848,Surguja,Chhattisgarh,2001,2021.0,False,NEW,2,2001,2011,15765.011,15725.646,39.365,,,,,,15725.646,15765.011,,
IND-001227,Surguja,Chhattisgarh,2021,,True,NEW,2,2021,2025,4007.474,4005.749,1.725,,,,,,,,4007.474,4005.749
IND-000105,Coorg,Coorg,1951,,True,ANCHOR,9,1951,2025,4133.783,4102.828,30.955,4133.773,4133.773,4133.773,4133.773,4133.783,4133.783,4104.296,4109.555,4102.828
IND-000165,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1951,2011.0,False,ANCHOR,6,1951,2001,492.127,492.115,0.012,492.116,492.116,492.116,492.115,492.127,492.127,,,
IND-001326,Daman,Dadra & Nagar Haveli & Daman & Diu,2025,,True,NEW,1,2025,2025,71.459,71.459,0.0,,,,,,,,,71.459
IND-001352,Diu,Dadra & Nagar Haveli & Daman & Diu,2025,,True,NEW,1,2025,2025,38.875,38.875,0.0,,,,,,,,,38.875
IND-001075,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2011,2021.0,False,NEW,1,2011,2011,505.478,505.478,0.0,,,,,,,505.478,,
IND-001256,Dadra & Nagar Haveli,Dadra and Nagar Haveli,2021,,True,NEW,2,2021,2025,495.95,490.156,5.794,,,,,,,,495.95,490.156
IND-000174,Daman,Daman,1951,2011.0,False,ANCHOR,6,1951,2001,59.285,59.283,0.002,59.284,59.284,59.285,59.284,59.283,59.283,,,
IND-001255,Diu,Daman & Diu,2021,2025.0,False,NEW,1,2021,2021,33.513,33.513,0.0,,,,,,,,33.513,
IND-001074,Daman,Daman And Diu,2011,2025.0,False,NEW,2,2011,2021,58.402,54.513,3.888,,,,,,,54.513,58.402,
IND-001073,Diu,Daman And Diu,2011,2021.0,False,NEW,1,2011,2011,37.746,37.746,0.0,,,,,,,37.746,,
IND-000709,Central,Delhi,2001,2011.0,False,NEW,1,2001,2001,15.027,15.027,0.0,,,,,,15.027,,,
IND-000975,Central,Delhi,2011,2021.0,False,NEW,1,2011,2011,19.628,19.628,0.0,,,,,,,19.628,,
IND-001116,Central,Delhi,2021,2025.0,False,NEW,1,2021,2021,92.176,92.176,0.0,,,,,,,,92.176,
IND-001324,Central,Delhi,2025,,True,NEW,1,2025,2025,106.602,106.602,0.0,,,,,,,,,106.602
IND-000116,Delhi,Delhi,1951,2001.0,False,ANCHOR,5,1951,1991,1467.83,1467.83,0.0,1467.83,1467.83,1467.83,1467.83,1467.83,,,,
IND-000707,East,Delhi,2001,2021.0,False,NEW,2,2001,2011,70.96,70.75,0.21,,,,,,70.75,70.96,,
IND-001114,East,Delhi,2021,2025.0,False,NEW,1,2021,2021,43.924,43.924,0.0,,,,,,,,43.924,
IND-001328,East,Delhi,2025,,True,NEW,1,2025,2025,31.526,31.526,0.0,,,,,,,,,31.526
IND-000708,New Delhi,Delhi,2001,2011.0,False,NEW,1,2001,2001,37.909,37.909,0.0,,,,,,37.909,,,
IND-000974,New Delhi,Delhi,2011,2021.0,False,NEW,1,2011,2011,35.86,35.86,0.0,,,,,,,35.86,,
IND-001117,New Delhi,Delhi,2021,,True,NEW,2,2021,2025,157.11,156.69,0.42,,,,,,,,157.11,156.69
IND-000705,North,Delhi,2001,2011.0,False,NEW,1,2001,2001,69.186,69.186,0.0,,,,,,69.186,,,
IND-000972,North,Delhi,2011,2021.0,False,NEW,1,2011,2011,62.191,62.191,0.0,,,,,,,62.191,,
IND-001112,North,Delhi,2021,,True,NEW,2,2021,2025,291.429,286.895,4.534,,,,,,,,286.895,291.429
IND-000706,North East,Delhi,2001,2011.0,False,NEW,1,2001,2001,48.133,48.133,0.0,,,,,,48.133,,,
IND-000973,North East,Delhi,2011,2021.0,False,NEW,1,2011,2011,54.465,54.465,0.0,,,,,,,54.465,,
IND-001113,North East,Delhi,2021,2025.0,False,NEW,1,2021,2021,34.457,34.457,0.0,,,,,,,,34.457,
IND-001337,North East,Delhi,2025,,True,NEW,1,2025,2025,35.334,35.334,0.0,,,,,,,,,35.334
IND-000704,North West,Delhi,2001,2011.0,False,NEW,1,2001,2001,395.667,395.667,0.0,,,,,,395.667,,,
IND-000971,North West,Delhi,2011,2021.0,False,NEW,1,2011,2011,458.361,458.361,0.0,,,,,,,458.361,,
IND-001121,North West,Delhi,2021,,True,NEW,2,2021,2025,154.938,153.947,0.991,,,,,,,,154.938,153.947
IND-001119,Shahdara,Delhi,2021,,True,NEW,2,2021,2025,36.122,34.39,1.731,,,,,,,,36.122,34.39
IND-000712,South,Delhi,2001,2021.0,False,NEW,2,2001,2011,276.129,270.125,6.004,,,,,,270.125,276.129,,
IND-001118,South,Delhi,2021,,True,NEW,2,2021,2025,162.912,159.335,3.577,,,,,,,,162.912,159.335
IND-001120,South East,Delhi,2021,,True,NEW,2,2021,2025,101.595,101.42,0.175,,,,,,,,101.595,101.42
IND-000711,South West,Delhi,2001,2011.0,False,NEW,1,2001,2001,405.225,405.225,0.0,,,,,,405.225,,,
IND-000977,South West,Delhi,2011,2021.0,False,NEW,1,2011,2011,415.034,415.034,0.0,,,,,,,415.034,,
IND-001115,South West,Delhi,2021,,True,NEW,2,2021,2025,283.34,280.704,2.636,,,,,,,,280.704,283.34
IND-000710,West,Delhi,2001,2011.0,False,NEW,1,2001,2001,155.772,155.772,0.0,,,,,,155.772,,,
IND-000976,West,Delhi,2011,,True,NEW,3,2011,2025,134.309,131.43,2.878,,,,,,,133.284,134.309,131.43
IND-001317,Disputed (Alirajpur & Dahod),Disputed (Madhya Pradesh & Gujarat),2025,,True,NEW,1,2025,2025,4.389,4.389,0.0,,,,,,,,,4.389
IND-001370,Disputed (Baran & Sheopur,Disputed (Madhya Pradesh & Rajasthan),2025,,True,NEW,1,2025,2025,8.356,8.356,0.0,,,,,,,,,8.356
IND-001339,Disputed (Mandsaur & Jhalawar),Disputed (Madhya Pradesh & Rajasthan),2025,,True,NEW,1,2025,2025,3.247,3.247,0.0,,,,,,,,,3.247
IND-001369,Disputed (Nimach & Chittaurgarh ),Disputed (Madhya Pradesh & Rajasthan),2025,,True,NEW,1,2025,2025,3.538,3.538,0.0,,,,,,,,,3.538
IND-001332,Disputed (Ratlam & Banswara),Disputed (Madhya Pradesh & Rajasthan),2025,,True,NEW,1,2025,2025,0.718,0.718,0.0,,,,,,,,,0.718
IND-001372,Disputed (Sabar Kantha & Sirohi),Disputed (Rajathan & Gujarat),2025,,True,NEW,1,2025,2025,1.705,1.705,0.0,,,,,,,,,1.705
IND-001371,Disputed (Sabar Kantha & Udaipur),Disputed (Rajathan & Gujarat),2025,,True,NEW,1,2025,2025,12.457,12.457,0.0,,,,,,,,,12.457
IND-001335,"Disputed (Sahibganj, Maldah & Katihar)","Disputed (West Bengal , Bihar & Jharkhand)",2025,,True,NEW,1,2025,2025,14.537,14.537,0.0,,,,,,,,,14.537
IND-000367,Diu,Goa,1961,2011.0,False,NEW,5,1961,2001,31.17,31.17,0.0,,31.17,31.17,31.17,31.17,31.17,,,
IND-000154,Goa,Goa,1951,1991.0,False,ANCHOR,4,1951,1981,3646.828,3646.827,0.0,3646.827,3646.827,3646.827,3646.828,,,,,
IND-001262,North Goa,Goa,2021,2025.0,False,NEW,1,2021,2021,1429.61,1429.61,0.0,,,,,,,,1429.61,
IND-001338,North Goa,Goa,2025,,True,NEW,1,2025,2025,1743.138,1743.138,0.0,,,,,,,,,1743.138
IND-000657,North_Goa,Goa,1991,2021.0,False,NEW,3,1991,2011,1700.32,1697.625,2.695,,,,,1697.625,1697.625,1700.32,,
IND-001263,South Goa,Goa,2021,2025.0,False,NEW,1,2021,2021,2191.728,2191.728,0.0,,,,,,,,2191.728,
IND-001341,South Goa,Goa,2025,,True,NEW,1,2025,2025,1953.663,1953.663,0.0,,,,,,,,,1953.663
IND-000658,South_Goa,Goa,1991,2021.0,False,NEW,3,1991,2011,1949.166,1940.829,8.337,,,,,1949.166,1949.166,1940.829,,
IND-001237,Ahmadabad,Gujarat,2021,,True,NEW,2,2021,2025,7242.058,6968.053,274.004,,,,,,,,6968.053,7242.058
IND-000375,Amreli,Gujarat,1961,2001.0,False,NEW,4,1961,1991,6709.584,6709.551,0.032,,6709.584,6709.584,6709.583,6709.551,,,,
IND-000884,Amreli,Gujarat,2001,,True,NEW,4,2001,2025,7386.096,7314.942,71.154,,,,,,7338.746,7373.23,7386.096,7314.942
IND-000886,Anand,Gujarat,2001,2021.0,False,NEW,2,2001,2011,3167.088,3126.115,40.973,,,,,,3167.088,3126.115,,
IND-001249,Anand,Gujarat,2021,2025.0,False,NEW,1,2021,2021,2764.586,2764.586,0.0,,,,,,,,2764.586,
IND-001314,Anand,Gujarat,2025,,True,NEW,1,2025,2025,3174.411,3174.411,0.0,,,,,,,,,3174.411
IND-001240,Aravalli,Gujarat,2021,,True,NEW,2,2021,2025,3255.421,3151.515,103.906,,,,,,,,3255.421,3151.515
IND-000878,Banas Kantha,Gujarat,2001,,True,NEW,4,2001,2025,10763.611,10656.957,106.654,,,,,,10719.91,10656.957,10734.249,10763.611
IND-000376,Banaskantha,Gujarat,1961,2001.0,False,NEW,4,1961,1991,12594.449,12594.374,0.074,,12594.374,12594.374,12594.375,12594.449,,,,
IND-000891,Bharuch,Gujarat,2001,2011.0,False,NEW,1,2001,2001,4943.018,4943.018,0.0,,,,,,4943.018,,,
IND-000937,Bharuch,Gujarat,2011,,True,NEW,3,2011,2025,5418.382,4928.916,489.465,,,,,,,5418.382,5100.068,4928.916
IND-000885,Bhavnagar,Gujarat,2001,2021.0,False,NEW,2,2001,2011,8875.033,8499.766,375.267,,,,,,8499.766,8875.033,,
IND-001250,Bhavnagar,Gujarat,2021,,True,NEW,2,2021,2025,6852.563,6763.398,89.165,,,,,,,,6852.563,6763.398
IND-001241,Botad,Gujarat,2021,,True,NEW,2,2021,2025,2631.859,2479.792,152.066,,,,,,,,2631.859,2479.792
IND-001242,Chota Udaipur,Gujarat,2021,,True,NEW,2,2021,2025,3458.306,3456.796,1.51,,,,,,,,3458.306,3456.796
IND-001253,Devbhumi Dwarka,Gujarat,2021,,True,NEW,2,2021,2025,4188.21,4158.872,29.338,,,,,,,,4188.21,4158.872
IND-000889,Dohad,Gujarat,2001,,True,NEW,4,2001,2025,3658.305,3592.749,65.556,,,,,,3630.961,3592.749,3658.305,3642.196
IND-000430,Gandhinagar,Gujarat,1971,2001.0,False,NEW,3,1971,1991,674.94,674.903,0.036,,,674.904,674.903,674.94,,,,
IND-000881,Gandhinagar,Gujarat,2001,,True,NEW,4,2001,2025,2138.21,2097.161,41.049,,,,,,2127.678,2097.161,2138.21,2102.718
IND-001244,Gir Somnath,Gujarat,2021,2025.0,False,NEW,1,2021,2021,3766.179,3766.179,0.0,,,,,,,,3766.179,
IND-001329,Gir Somnath,Gujarat,2025,,True,NEW,1,2025,2025,2644.215,2644.215,0.0,,,,,,,,,2644.215
IND-001252,Jamnagar,Gujarat,2021,2025.0,False,NEW,1,2021,2021,6606.251,6606.251,0.0,,,,,,,,6606.251,
IND-001315,Jamnagar,Gujarat,2025,,True,NEW,1,2025,2025,5917.278,5917.278,0.0,,,,,,,,,5917.278
IND-000883,Junagadh,Gujarat,2001,2021.0,False,NEW,2,2001,2011,8836.246,8785.29,50.957,,,,,,8836.246,8785.29,,
IND-001251,Junagadh,Gujarat,2021,2025.0,False,NEW,1,2021,2021,5049.526,5049.526,0.0,,,,,,,,5049.526,
IND-001333,Junagadh,Gujarat,2025,,True,NEW,1,2025,2025,6146.621,6146.621,0.0,,,,,,,,,6146.621
IND-000887,Kheda,Gujarat,2001,2021.0,False,NEW,2,2001,2011,3991.413,3982.406,9.008,,,,,,3982.406,3991.413,,
IND-001248,Kheda,Gujarat,2021,,True,NEW,2,2021,2025,3442.059,3392.018,50.041,,,,,,,,3392.018,3442.059
IND-000880,Mahesana,Gujarat,2001,,True,NEW,4,2001,2025,4426.655,4331.334,95.321,,,,,,4331.334,4426.655,4391.579,4418.608
IND-001243,Mahisagar,Gujarat,2021,,True,NEW,2,2021,2025,2513.494,2511.871,1.622,,,,,,,,2513.494,2511.871
IND-000377,Mehsana,Gujarat,1961,2001.0,False,NEW,4,1961,1991,9060.481,9060.448,0.033,,9060.481,9060.481,9060.469,9060.448,,,,
IND-001254,Morbi,Gujarat,2021,,True,NEW,2,2021,2025,4981.323,4869.138,112.185,,,,,,,,4869.138,4981.323
IND-000890,Narmada,Gujarat,2001,,True,NEW,4,2001,2025,2859.256,2808.929,50.327,,,,,,2808.929,2859.256,2816.677,2818.272
IND-000892,Navsari,Gujarat,2001,,True,NEW,4,2001,2025,2214.029,2204.62,9.41,,,,,,2210.368,2214.029,2210.698,2204.62
IND-000888,Panch Mahals,Gujarat,2001,2021.0,False,NEW,2,2001,2011,5276.754,5261.059,15.695,,,,,,5261.059,5276.754,,
IND-001238,Panch Mahals,Gujarat,2021,,True,NEW,2,2021,2025,3287.537,3283.87,3.667,,,,,,,,3287.537,3283.87
IND-000879,Patan,Gujarat,2001,,True,NEW,4,2001,2025,5785.379,5665.561,119.818,,,,,,5730.926,5665.561,5780.741,5785.379
IND-000882,Porbandar,Gujarat,2001,,True,NEW,4,2001,2025,2332.484,2314.103,18.381,,,,,,2316.461,2332.484,2317.927,2314.103
IND-001247,Rajkot,Gujarat,2021,,True,NEW,2,2021,2025,7689.623,7597.345,92.278,,,,,,,,7597.345,7689.623
IND-001245,Sabar Kantha,Gujarat,2021,,True,NEW,2,2021,2025,4242.655,4142.764,99.89,,,,,,,,4142.764,4242.655
IND-000431,Surat,Gujarat,1971,2011.0,False,NEW,4,1971,2001,7446.866,7446.843,0.024,,,7446.866,7446.843,7446.843,7446.843,,,
IND-000938,Surat,Gujarat,2011,,True,NEW,3,2011,2025,4333.606,4300.397,33.21,,,,,,,4306.079,4300.397,4333.606
IND-001246,Surendranagar,Gujarat,2021,,True,NEW,2,2021,2025,9175.376,9151.239,24.137,,,,,,,,9151.239,9175.376
IND-000939,Tapi,Gujarat,2011,,True,NEW,3,2011,2025,3210.399,3140.103,70.297,,,,,,,3210.399,3140.562,3140.103
IND-001239,Vadodara,Gujarat,2021,,True,NEW,2,2021,2025,4092.847,4053.173,39.674,,,,,,,,4053.173,4092.847
IND-000893,Valsad,Gujarat,2001,,True,NEW,4,2001,2025,3041.592,2948.949,92.643,,,,,,2968.041,3041.592,2948.949,2949.544
IND-000432,Valsad (Bulsar),Gujarat,1971,2001.0,False,NEW,3,1971,1991,5178.476,5178.429,0.047,,,5178.439,5178.476,5178.429,,,,
IND-000580,,Gujarat,1991,2011.0,False,NEW,2,1991,2001,270.497,270.497,0.0,,,,,270.497,270.497,,,
IND-000585,Ambala,Haryana,1991,2001.0,False,NEW,1,1991,1991,2436.684,2436.684,0.0,,,,,2436.684,,,,
IND-000696,Ambala,Haryana,2001,,True,NEW,4,2001,2025,1524.518,1505.48,19.038,,,,,,1524.518,1509.167,1505.48,1514.009
IND-000571,Bhiwani,Haryana,1981,2021.0,False,NEW,4,1981,2011,4907.739,4629.888,277.851,,,,4907.662,4907.739,4907.739,4629.888,,
IND-001111,Bhiwani,Haryana,2021,,True,NEW,2,2021,2025,3311.216,3291.159,20.057,,,,,,,,3311.216,3291.159
IND-001110,Charki Dadri,Haryana,2021,,True,NEW,2,2021,2025,1383.545,1380.643,2.902,,,,,,,,1380.643,1383.545
IND-000579,Faridabad,Haryana,1981,2011.0,False,NEW,3,1981,2001,2068.258,2068.228,0.03,,,,2068.228,2068.258,2068.258,,,
IND-000969,Faridabad,Haryana,2011,,True,NEW,3,2011,2025,765.858,743.339,22.519,,,,,,,751.979,765.858,743.339
IND-000700,Fatehabad,Haryana,2001,,True,NEW,4,2001,2025,2595.202,2527.543,67.659,,,,,,2595.202,2564.645,2528.208,2527.543
IND-000569,Gurgaon,Haryana,1981,2011.0,False,NEW,3,1981,2001,2744.298,2744.269,0.028,,,,2744.269,2744.298,2744.298,,,
IND-000967,Gurgaon,Haryana,2011,,True,NEW,3,2011,2025,1250.188,1221.051,29.138,,,,,,,1221.051,1249.499,1250.188
IND-000701,Hisar,Haryana,2001,,True,NEW,4,2001,2025,4220.115,4018.508,201.608,,,,,,4018.508,4220.115,4074.924,4074.467
IND-000572,Hissar,Haryana,1981,2001.0,False,NEW,2,1981,1991,6613.704,6613.703,0.001,,,,6613.704,6613.703,,,,
IND-000703,Jhajjar,Haryana,2001,2011.0,False,NEW,1,2001,2001,1811.607,1811.607,0.0,,,,,,1811.607,,,
IND-000965,Jhajjar,Haryana,2011,,True,NEW,3,2011,2025,1885.036,1822.199,62.837,,,,,,,1885.036,1822.199,1858.781
IND-000433,Jind,Haryana,1971,2011.0,False,NEW,4,1971,2001,3253.806,3253.756,0.05,,,3253.806,3253.806,3253.756,3253.756,,,
IND-000964,Jind,Haryana,2011,,True,NEW,3,2011,2025,2765.424,2730.278,35.147,,,,,,,2739.013,2765.424,2730.278
