event_id,event_type,effective_year,pre_vintage,post_vintage,predecessor,successor,predecessor_ck,successor_ck,transferred_area_km2,measurement_status,predecessor_match_method,successor_match_method
560e65e40b734d9592ae066a5668b9e4,SPLIT,1973,1971.0,1981,Mokokchung,Zunheboto,IND-000372,IND-000470,926.8615,MEASURED,STATE_SCOPED,STATE_SCOPED
180466d8a5375b23aab78c1c334252f6,SPLIT,1973,1971.0,1981,Tuensang,Mon,IND-000049,IND-000474,2222.9691,MEASURED,STATE_SCOPED,STATE_SCOPED
180466d8a5375b23aab78c1c334252f6,SPLIT,1973,1971.0,1981,Tuensang,Tuensang,IND-000049,IND-000473,3795.4706,MEASURED,STATE_SCOPED,STATE_SCOPED
8357b54e38daea7bf56337df412e28d7,SPLIT,1973,1971.0,1981,Sikkim,East District; North District; South District; West District,,,,UNRESOLVED_NAME,,
8ba28f78998345eac9cd01b6e66c75a2,NEW_DISTRICT,1974,1971.0,1981,Andaman; Nicobar Islands,Andaman; Nicobar,,,,UNRESOLVED_NAME,,
d07154dc4f8344356c195080af83cb56,NEW_DISTRICT,1974,1971.0,1981,Manipur Central,Tengnoupal,,,,PARTIALLY_RESOLVED,,
bb64ecd362287ca59ae44d8c9c46d57e,NEW_DISTRICT,1974,1971.0,1981,Tiruchirapalli,Pudukkottai,IND-000222,IND-000496,3310.9055,MEASURED,STATE_SCOPED,STATE_SCOPED
922bd7840aa4cd653a4736c336764b38,NEW_DISTRICT,1974,1971.0,1981,Jhansi,Lalitpur,IND-000272,IND-000506,5036.1614,MEASURED,STATE_SCOPED,STATE_SCOPED
981df6bf4f15bec530793b28a79ffb54,SPLIT,1974,1971.0,1981,Andaman; Nicobar Islands,Andaman; Nicobar,,,,UNRESOLVED_NAME,,
1fa62e3c24e8ff61677758072823bb84,SPLIT,1974,1971.0,1981,Manipur Central,Manipur Central; Tengnoupal,,,,PARTIALLY_RESOLVED,,
57c7687fa06f562940ccac815cc4599c,SPLIT,1974,1971.0,1981,Thanjavur,Pudukkottai,IND-000221,IND-000496,1455.4857,MEASURED,STATE_SCOPED,STATE_SCOPED
57c7687fa06f562940ccac815cc4599c,SPLIT,1974,1971.0,1981,Thanjavur,Thanjavur,IND-000221,IND-000495,8247.379,MEASURED,STATE_SCOPED,STATE_SCOPED
1834f7bce9a4ba2e328bc1952cf7e031,SPLIT,1974,1971.0,1981,Tiruchirapalli,Pudukkottai,IND-000222,IND-000496,3310.9055,MEASURED,STATE_SCOPED,STATE_SCOPED
1834f7bce9a4ba2e328bc1952cf7e031,SPLIT,1974,1971.0,1981,Tiruchirapalli,Tiruchchirappalli,IND-000222,IND-000494,10927.1222,MEASURED,STATE_SCOPED,STATE_SCOPED
671f480f4a749782003c0ee6f611d0a3,SPLIT,1974,1971.0,1981,Jhansi,Jhansi,IND-000272,IND-000505,5026.3965,MEASURED,STATE_SCOPED,STATE_SCOPED
671f480f4a749782003c0ee6f611d0a3,SPLIT,1974,1971.0,1981,Jhansi,Lalitpur,IND-000272,IND-000506,5036.1614,MEASURED,STATE_SCOPED,STATE_SCOPED
096365774f5ffe8025b29e2cce725cc7,NEW_DISTRICT,1975,1971.0,1981,Hisar,Sirsa,IND-000238,IND-000570,4349.6846,MEASURED,STATE_SCOPED,STATE_SCOPED
289ff67c7c73455db8bfbf19b29a4f74,SPLIT,1975,1971.0,1981,Hisar,Sirsa,IND-000238,IND-000570,4349.6846,PARTIALLY_RESOLVED,STATE_SCOPED,STATE_SCOPED
e8462d99bca8d1526b55f4275bed5525,NEW_DISTRICT,1976,1971.0,1981,Lakhimpur,Dibrugarh,IND-000023,IND-000525,3386.8585,MEASURED,STATE_SCOPED,STATE_SCOPED
e4e89d3cafc51570fb32eb98725db6f0,NEW_DISTRICT,1976,1971.0,1981,Garo Hills,East Garo Hills,IND-000036,IND-000463,2854.5923,MEASURED,STATE_SCOPED,STATE_SCOPED
e4e89d3cafc51570fb32eb98725db6f0,NEW_DISTRICT,1976,1971.0,1981,Garo Hills,West Garo Hills,IND-000036,IND-000464,5105.0633,MEASURED,STATE_SCOPED,STATE_SCOPED
29a3bc786472ac94dc2ea3f5daae810b,NEW_DISTRICT,1976,1971.0,1981,United Khasi; Jaintia Hills,East Khasi Hills; Jaintia Hills; West Khasi Hills,,,,PARTIALLY_RESOLVED,,
d290d3dadf16232e1ab94ca0d537c12f,NEW_DISTRICT,1976,1971.0,1981,Bulandshahr,Ghaziabad,IND-000255,IND-000503,464.8706,PARTIALLY_RESOLVED,STATE_SCOPED,STATE_SCOPED
26a4330d445cce181448ca1f524b0e4b,SPLIT,1976,1971.0,1981,Lakhimpur,Dibrugarh,IND-000023,IND-000525,3386.8585,MEASURED,STATE_SCOPED,STATE_SCOPED
26a4330d445cce181448ca1f524b0e4b,SPLIT,1976,1971.0,1981,Lakhimpur,Lakhimpur,IND-000023,IND-000518,2192.2577,MEASURED,STATE_SCOPED,STATE_SCOPED
5c7505609607b046b82131f13c6606dd,SPLIT,1976,1971.0,1981,Garo Hills,East Garo Hills,IND-000036,IND-000463,2854.5923,MEASURED,STATE_SCOPED,STATE_SCOPED
5c7505609607b046b82131f13c6606dd,SPLIT,1976,1971.0,1981,Garo Hills,West Garo Hills,IND-000036,IND-000464,5105.0633,MEASURED,STATE_SCOPED,STATE_SCOPED
a0038a02b7918059d82fa59381f333ac,SPLIT,1976,1971.0,1981,United Khasi; Jaintia Hills,East Khasi Hills; Jaintia Hills; West Khasi Hills,,,,PARTIALLY_RESOLVED,,
999ad916398acfee17b7d4cd24da93db,SPLIT,1976,1971.0,1981,Bulandshahr,Bulandshahr,IND-000255,IND-000255,4439.3815,MEASURED,STATE_SCOPED,STATE_SCOPED
999ad916398acfee17b7d4cd24da93db,SPLIT,1976,1971.0,1981,Bulandshahr,Ghaziabad,IND-000255,IND-000503,464.8706,MEASURED,STATE_SCOPED,STATE_SCOPED
6b85e55aa70b31c11fbff083d20205f1,NEW_DISTRICT,1977,1971.0,1981,Champaran,Pashchim Champaran,IND-000110,IND-000548,5236.4078,PARTIALLY_RESOLVED,STATE_SCOPED,STATE_SCOPED
8d8746dad336bb0a3ff19965adfcf4be,SPLIT,1977,1971.0,1981,Champaran,Pashchim Champaran,IND-000110,IND-000548,5236.4078,PARTIALLY_RESOLVED,STATE_SCOPED,STATE_SCOPED
